datetime,cannonsville,pepacton,neversink,blueMarsh
1999-09-12,0.0,0.0,0.0,0.0
1999-09-13,0.0,0.0,0.0,0.0
1999-09-14,0.0,0.0,0.0,0.0
1999-09-15,0.0,0.0,0.0,0.0
1999-09-16,0.0,0.0,0.0,0.0
1999-09-17,0.0,0.0,0.0,0.0
1999-09-18,0.0,0.0,0.0,0.0
1999-09-19,0.0,0.0,0.0,0.0
1999-09-20,0.0,0.0,0.0,0.0
1999-09-21,0.0,0.0,0.0,0.0
1999-09-22,0.0,0.0,0.0,0.0
1999-09-23,0.0,0.0,0.0,0.0
1999-09-24,0.0,0.0,0.0,0.0
1999-09-25,0.0,0.0,0.0,0.0
1999-09-26,0.0,0.0,0.0,0.0
1999-09-27,0.0,0.0,0.0,0.0
1999-09-28,0.0,0.0,0.0,0.0
1999-09-29,0.0,0.0,0.0,0.0
1999-09-30,0.0,0.0,0.0,0.0
1999-10-01,0.0,0.0,0.0,0.0
1999-10-02,0.0,0.0,0.0,0.0
1999-10-03,0.0,0.0,0.0,0.0
1999-10-04,0.0,0.0,0.0,0.0
1999-10-05,0.0,0.0,0.0,0.0
1999-10-06,0.0,0.0,0.0,0.0
1999-10-07,0.0,0.0,0.0,0.0
1999-10-08,0.0,0.0,0.0,0.0
1999-10-09,0.0,0.0,0.0,0.0
1999-10-10,0.0,0.0,0.0,0.0
1999-10-11,0.0,0.0,0.0,0.0
1999-10-12,0.0,0.0,0.0,0.0
1999-10-13,0.0,0.0,0.0,0.0
1999-10-14,0.0,0.0,0.0,0.0
1999-10-15,0.0,0.0,0.0,0.0
1999-10-16,0.0,0.0,0.0,0.0
1999-10-17,0.0,0.0,0.0,0.0
1999-10-18,0.0,0.0,0.0,0.0
1999-10-19,0.0,0.0,0.0,0.0
1999-10-20,0.0,0.0,0.0,0.0
1999-10-21,0.0,0.0,0.0,0.0
1999-10-22,0.0,0.0,0.0,0.0
1999-10-23,0.0,0.0,0.0,0.0
1999-10-24,0.0,0.0,0.0,0.0
1999-10-25,0.0,0.0,0.0,0.0
1999-10-26,0.0,0.0,0.0,0.0
1999-10-27,0.0,0.0,0.0,0.0
1999-10-28,0.0,0.0,0.0,0.0
1999-10-29,0.0,0.0,0.0,0.0
1999-10-30,0.0,0.0,0.0,0.0
1999-10-31,0.0,0.0,0.0,0.0
1999-11-01,0.0,0.0,0.0,0.0
1999-11-02,0.0,0.0,0.0,0.0
1999-11-03,0.0,0.0,0.0,0.0
1999-11-04,0.0,0.0,0.0,0.0
1999-11-05,0.0,0.0,0.0,0.0
1999-11-06,0.0,0.0,0.0,0.0
1999-11-07,0.0,0.0,0.0,0.0
1999-11-08,0.0,0.0,0.0,0.0
1999-11-09,0.0,0.0,0.0,0.0
1999-11-10,0.0,0.0,0.0,0.0
1999-11-11,0.0,0.0,0.0,0.0
1999-11-12,0.0,0.0,0.0,0.0
1999-11-13,0.0,0.0,0.0,0.0
1999-11-14,0.0,0.0,0.0,0.0
1999-11-15,0.0,0.0,0.0,0.0
1999-11-16,0.0,0.0,0.0,0.0
1999-11-17,0.0,0.0,0.0,0.0
1999-11-18,0.0,0.0,0.0,0.0
1999-11-19,0.0,0.0,0.0,0.0
1999-11-20,0.0,0.0,0.0,0.0
1999-11-21,0.0,0.0,0.0,0.0
1999-11-22,0.0,0.0,0.0,0.0
1999-11-23,0.0,0.0,0.0,0.0
1999-11-24,0.0,0.0,0.0,0.0
1999-11-25,0.0,0.0,0.0,0.0
1999-11-26,0.0,0.0,0.0,0.0
1999-11-27,0.0,0.0,0.0,0.0
1999-11-28,0.0,0.0,0.0,0.0
1999-11-29,0.0,0.0,0.0,0.0
1999-11-30,0.0,0.0,0.0,0.0
1999-12-01,60494.93000000001,100622.35300000002,15955.868000000002,0.0
1999-12-02,61128.93800000001,101018.60800000002,16008.702000000003,0.0
1999-12-03,61657.27800000001,101045.02500000001,16035.119000000002,0.0
1999-12-04,62238.45200000001,101229.94400000002,16035.119000000002,0.0
1999-12-05,62925.29400000001,101362.02900000001,16140.787000000002,0.0
1999-12-06,63453.63400000001,101441.28000000001,16272.872000000003,0.0
1999-12-07,63955.55700000001,101494.11400000002,16299.289000000002,0.0
1999-12-08,64510.31400000001,101652.61600000001,16352.123000000003,0.0
1999-12-09,64959.40300000001,101441.28000000001,16325.706000000002,0.0
1999-12-10,65408.49200000001,101309.19500000002,16246.455000000002,0.0
1999-12-11,65963.24900000001,101229.94400000002,16114.370000000003,0.0
1999-12-12,66280.25300000001,101203.52700000002,16061.536000000002,0.0
1999-12-13,66676.50800000002,101124.27600000001,15850.200000000003,0.0
1999-12-14,67019.929,101124.27600000001,15823.783000000003,0.0
1999-12-15,67653.937,101097.85900000001,15770.949000000002,0.0
1999-12-16,68076.60900000001,100992.19100000002,15718.115000000002,0.0
1999-12-17,68552.115,101018.60800000002,15744.532000000003,0.0
1999-12-18,68737.03400000001,101150.69300000001,15691.698000000002,0.0
1999-12-19,68895.53600000001,100992.19100000002,15691.698000000002,0.0
1999-12-20,69080.45500000002,100833.68900000001,15691.698000000002,0.0
1999-12-21,69106.87200000002,101045.02500000001,15770.949000000002,0.0
1999-12-22,69450.293,101203.52700000002,15903.034000000003,0.0
1999-12-23,69661.62900000002,101018.60800000002,15903.034000000003,0.0
1999-12-24,69767.297,101045.02500000001,16008.702000000003,0.0
1999-12-25,69767.297,100912.94000000002,16008.702000000003,0.0
1999-12-26,69714.46300000002,100675.18700000002,15955.868000000002,0.0
1999-12-27,69714.46300000002,100675.18700000002,15955.868000000002,0.0
1999-12-28,70137.13500000001,100516.68500000001,15982.285000000002,0.0
1999-12-29,69872.96500000001,100331.76600000002,15929.451000000003,0.0
1999-12-30,69820.13100000001,100411.01700000002,15955.868000000002,0.0
1999-12-31,69820.13100000001,100120.43000000002,15955.868000000002,0.0
2000-01-01,69767.297,99961.92800000001,15955.868000000002,0.0
2000-01-02,69688.04600000002,99803.42600000002,15929.451000000003,0.0
2000-01-03,69767.297,99539.25600000001,15903.034000000003,0.0
2000-01-04,69582.37800000001,99592.09000000001,15982.285000000002,0.0
2000-01-05,69740.88,99354.33700000001,16140.787000000002,0.0
2000-01-06,70057.884,99433.58800000002,16220.038000000002,0.0
2000-01-07,70216.38600000001,99380.75400000002,16272.872000000003,0.0
2000-01-08,70348.471,99248.66900000001,16325.706000000002,0.0
2000-01-09,70454.13900000001,98984.49900000001,16404.957000000002,0.0
2000-01-10,70480.55600000001,98984.49900000001,16484.208000000002,0.0
2000-01-11,71220.23200000002,99116.58400000002,16563.459000000003,0.0
2000-01-12,71959.90800000001,98984.49900000001,16563.459000000003,0.0
2000-01-13,72567.49900000001,99116.58400000002,16563.459000000003,0.0
2000-01-14,73016.58800000002,98825.99700000002,16537.042,0.0
2000-01-15,73333.592,98614.66100000002,16457.791,0.0
2000-01-16,73677.013,98429.74200000001,16457.791,0.0
2000-01-17,74020.43400000001,98535.41000000002,16537.042,0.0
2000-01-18,74231.77000000002,98429.74200000001,16563.459000000003,0.0
2000-01-19,74654.44200000001,98191.98900000002,16537.042,0.0
2000-01-20,74918.61200000001,98165.57200000001,16431.374000000003,0.0
2000-01-21,75314.86700000001,97954.23600000002,16484.208000000002,0.0
2000-01-22,75684.70500000002,97637.23200000002,16272.872000000003,0.0
2000-01-23,75922.45800000001,97452.31300000001,16167.204000000003,0.0
2000-01-24,76213.04500000001,97267.39400000001,15982.285000000002,0.0
2000-01-25,76530.04900000001,97056.05800000002,15903.034000000003,0.0
2000-01-26,76847.05300000001,96871.13900000001,15823.783000000003,0.0
2000-01-27,77137.64000000001,96659.80300000001,15691.698000000002,0.0
2000-01-28,77111.22300000001,96237.13100000001,15586.030000000002,0.0
2000-01-29,77031.97200000001,95972.96100000001,15427.528000000002,0.0
2000-01-30,76899.88700000002,95761.62500000001,15269.026000000002,0.0
2000-01-31,76899.88700000002,95497.45500000002,15110.524000000003,0.0
2000-02-01,76820.63600000001,95259.70200000002,15216.192000000003,0.0
2000-02-02,76635.71700000002,94995.53200000002,15269.026000000002,0.0
2000-02-03,76662.134,94652.11100000002,15295.443000000003,0.0
2000-02-04,76503.63200000001,94467.19200000001,15348.277000000002,0.0
2000-02-05,76530.04900000001,94414.35800000001,15374.694000000003,0.0
2000-02-06,76662.134,94546.44300000001,15427.528000000002,0.0
2000-02-07,76873.47000000002,94599.27700000002,15453.945000000002,0.0
2000-02-08,77058.38900000001,94704.94500000002,15480.362000000003,0.0
2000-02-09,76741.38500000001,94520.02600000001,15506.779000000002,0.0
2000-02-10,76530.04900000001,94150.18800000001,15533.196000000002,0.0
2000-02-11,76450.79800000001,94150.18800000001,15586.030000000002,0.0
2000-02-12,76160.21100000001,93727.51600000002,15612.447000000002,0.0
2000-02-13,75790.373,93436.92900000002,15638.864000000003,0.0
2000-02-14,75552.62000000001,93119.92500000002,15691.698000000002,0.0
2000-02-15,75763.956,93304.84400000001,15850.200000000003,0.0
2000-02-16,76318.71300000002,93357.67800000001,15929.451000000003,0.0
2000-02-17,76582.88300000002,93278.42700000001,16035.119000000002,0.0
2000-02-18,77005.55500000001,93384.09500000002,16061.536000000002,0.0
2000-02-19,77269.725,93252.01000000001,16140.787000000002,0.0
2000-02-20,77454.64400000001,93304.84400000001,16193.621000000003,0.0
2000-02-21,77692.39700000001,93146.34200000002,16272.872000000003,0.0
2000-02-22,77798.06500000002,93172.75900000002,16325.706000000002,0.0
2000-02-23,78062.23500000002,93014.25700000001,16352.123000000003,0.0
2000-02-24,78247.15400000001,92935.00600000001,16404.957000000002,0.0
2000-02-25,78828.32800000001,92802.92100000002,16484.208000000002,0.0
2000-02-26,79964.259,93938.85200000001,16774.795000000002,0.0
2000-02-27,81919.11700000001,95233.28500000002,17012.548000000003,0.0
2000-02-28,87440.27000000002,99592.09000000001,17593.722,0.0
2000-02-29,92155.7045,102564.00250000002,18161.687500000004,0.0
2000-03-01,96871.13900000001,105535.91500000002,18729.653000000002,0.0
2000-03-02,98244.82300000002,106803.93100000001,19020.24,0.0
2000-03-03,98508.99300000002,107860.61100000002,19284.410000000003,0.0
2000-03-04,98641.07800000001,108653.12100000001,19495.746000000003,0.0
2000-03-05,98535.41000000002,109102.21000000002,19680.665000000005,0.0
2000-03-06,98429.74200000001,109366.38000000002,19839.167,0.0
2000-03-07,98191.98900000002,110132.47300000001,19997.669,0.0
2000-03-08,98112.73800000001,110845.73200000002,20182.588000000003,0.0
2000-03-09,97954.23600000002,111241.98700000002,20446.758,0.0
2000-03-10,98403.32500000001,112034.49700000002,20975.098,0.0
2000-03-11,98720.32900000001,113011.92600000002,21424.187,0.0
2000-03-12,99539.25600000001,115019.61800000002,22375.199000000004,0.0
2000-03-13,100252.51500000001,117265.06300000002,23326.211000000003,0.0
2000-03-14,99724.17500000002,118295.32600000002,23801.717000000004,0.0
2000-03-15,99195.83500000002,119589.75900000002,24145.138000000003,0.0
2000-03-16,98720.32900000001,120223.76700000002,24435.725000000002,0.0
2000-03-17,98614.66100000002,121174.77900000002,24858.397000000004,0.0
2000-03-18,98958.08200000001,122125.79100000001,25333.903000000006,0.0
2000-03-19,98825.99700000002,122839.05000000002,25650.907000000003,0.0
2000-03-20,98667.49500000001,123684.39400000001,25915.077000000005,0.0
2000-03-21,98482.57600000002,123922.14700000003,26126.413000000004,0.0
2000-03-22,98324.07400000002,124503.32100000003,26337.749000000003,0.0
2000-03-23,98059.90400000001,124714.65700000002,26469.834000000003,0.0
2000-03-24,97742.90000000001,124952.41000000002,26601.919000000005,0.0
2000-03-25,97531.56400000001,125110.91200000003,26760.421000000006,0.0
2000-03-26,97399.47900000002,125322.24800000002,26945.340000000004,0.0
2000-03-27,97320.22800000002,125427.91600000003,27077.425000000003,0.0
2000-03-28,97478.73000000001,125744.92000000001,27288.761000000006,0.0
2000-03-29,98561.82700000002,126960.10200000001,27843.518000000004,0.0
2000-03-30,98773.16300000002,127831.86300000003,28107.688000000006,0.0
2000-03-31,98693.91200000001,128967.79400000002,28345.441000000006,0.0
2000-04-01,98429.74200000001,129258.38100000002,28556.777000000006,0.0
2000-04-02,98139.15500000001,130103.72500000002,28688.862000000005,0.0
2000-04-03,98059.90400000001,130367.89500000002,28847.364000000005,0.0
2000-04-04,98693.91200000001,131292.49000000002,29085.117000000006,0.0
2000-04-05,100384.60000000002,133062.42900000003,29560.623000000003,0.0
2000-04-06,100305.34900000002,134383.279,29824.793000000005,0.0
2000-04-07,99882.67700000001,135307.874,29956.878000000004,0.0
2000-04-08,99354.33700000001,135730.54600000003,29930.461000000003,0.0
2000-04-09,99301.50300000001,136681.55800000002,30036.129000000004,0.0
2000-04-10,99433.58800000002,137421.23400000003,30088.963000000003,0.0
2000-04-11,99169.41800000002,137949.57400000002,30088.963000000003,0.0
2000-04-12,98825.99700000002,138583.58200000002,30062.546000000006,0.0
2000-04-13,98799.58000000002,139006.25400000002,30088.963000000003,0.0
2000-04-14,98561.82700000002,139640.26200000002,30194.631000000005,0.0
2000-04-15,98508.99300000002,140062.934,30221.048000000006,0.0
2000-04-16,98376.90800000001,140459.189,30300.299000000006,0.0
2000-04-17,98324.07400000002,140459.189,30353.133000000005,0.0
2000-04-18,98324.07400000002,140749.776,30511.635000000006,0.0
2000-04-19,98905.24800000002,141013.94600000003,30670.137000000006,0.0
2000-04-20,98931.66500000001,140881.86100000003,30802.222000000005,0.0
2000-04-21,98799.58000000002,141013.94600000003,30855.056000000004,0.0
2000-04-22,98878.83100000002,141066.78000000003,31356.979000000007,0.0
2000-04-23,98931.66500000001,141251.69900000002,31911.736000000004,0.0
2000-04-24,99169.41800000002,141330.95,32307.991000000005,0.0
2000-04-25,99063.75000000001,141330.95,32545.744000000006,0.0
2000-04-26,98773.16300000002,141172.44800000003,32677.829000000005,0.0
2000-04-27,98429.74200000001,141146.03100000002,32783.497,0.0
2000-04-28,98403.32500000001,140961.11200000002,32757.080000000005,0.0
2000-04-29,98112.73800000001,140829.02700000003,32677.829000000005,0.0
2000-04-30,97954.23600000002,140723.35900000003,32836.331000000006,0.0
2000-05-01,97690.06600000002,140696.942,32994.833000000006,0.0
2000-05-02,97531.56400000001,140564.85700000002,32994.833000000006,0.0
2000-05-03,97346.64500000002,140512.02300000002,33047.66700000001,0.0
2000-05-04,97214.56000000001,140327.10400000002,33153.33500000001,0.0
2000-05-05,96871.13900000001,140379.93800000002,33074.084,0.0
2000-05-06,96686.22000000002,140379.93800000002,33074.084,0.0
2000-05-07,96448.46700000002,140379.93800000002,33074.084,0.0
2000-05-08,96448.46700000002,140406.355,33074.084,0.0
2000-05-09,96157.88000000002,140089.35100000002,33179.75200000001,0.0
2000-05-10,96210.71400000002,140036.51700000002,33074.084,0.0
2000-05-11,96659.80300000001,140512.02300000002,33232.586,0.0
2000-05-12,96897.55600000001,140564.85700000002,33259.003000000004,0.0
2000-05-13,97293.81100000002,140564.85700000002,33311.83700000001,0.0
2000-05-14,97848.56800000001,141093.19700000001,33364.671,0.0
2000-05-15,98244.82300000002,141146.03100000002,33391.088,0.0
2000-05-16,98271.24000000002,141146.03100000002,33470.33900000001,0.0
2000-05-17,98191.98900000002,141093.19700000001,33602.424000000006,0.0
2000-05-18,97742.90000000001,140802.61000000002,33576.007000000005,0.0
2000-05-19,97795.73400000001,141066.78000000003,33602.424000000006,0.0
2000-05-20,98033.48700000001,141013.94600000003,33945.84500000001,0.0
2000-05-21,97980.65300000002,140961.11200000002,34183.598000000005,0.0
2000-05-22,97954.23600000002,140934.69500000004,34368.51700000001,0.0
2000-05-23,98165.57200000001,140961.11200000002,34421.351,0.0
2000-05-24,99301.50300000001,140987.529,34474.185000000005,0.0
2000-05-25,100094.01300000002,141700.78800000003,35002.52500000001,0.0
2000-05-26,100199.68100000001,141753.62200000003,35002.52500000001,0.0
2000-05-27,99829.84300000002,141753.62200000003,35002.52500000001,0.0
2000-05-28,99327.92000000001,141383.784,34949.691000000006,0.0
2000-05-29,98931.66500000001,141383.784,34870.44,0.0
2000-05-30,98403.32500000001,141066.78000000003,34738.355,0.0
2000-05-31,98007.07000000002,140934.69500000004,34764.772000000004,0.0
2000-06-01,97584.39800000002,140802.61000000002,34659.10400000001,0.0
2000-06-02,97267.39400000001,140379.93800000002,34527.01900000001,0.0
2000-06-03,96923.97300000001,140406.355,34527.01900000001,0.0
2000-06-04,96712.63700000002,140142.18500000003,34447.768000000004,0.0
2000-06-05,96342.79900000001,140195.01900000003,34394.93400000001,0.0
2000-06-06,96289.96500000001,140089.35100000002,34368.51700000001,0.0
2000-06-07,96580.55200000001,141515.86900000004,35398.780000000006,0.0
2000-06-08,97161.72600000001,141780.03900000002,35266.69500000001,0.0
2000-06-09,97214.56000000001,141621.537,35187.444,0.0
2000-06-10,97029.64100000002,141330.95,35002.52500000001,0.0
2000-06-11,96976.80700000002,141330.95,34817.60600000001,0.0
2000-06-12,97240.97700000001,141410.20100000003,34738.355,0.0
2000-06-13,97742.90000000001,141489.45200000002,34711.938,0.0
2000-06-14,97980.65300000002,141489.45200000002,34659.10400000001,0.0
2000-06-15,98033.48700000001,141383.784,34606.270000000004,0.0
2000-06-16,98112.73800000001,141225.28200000004,34527.01900000001,0.0
2000-06-17,97901.40200000002,141251.69900000002,34394.93400000001,0.0
2000-06-18,97742.90000000001,141251.69900000002,34210.01500000001,0.0
2000-06-19,97901.40200000002,141198.86500000002,34077.93000000001,0.0
2000-06-20,97690.06600000002,141119.61400000003,34104.34700000001,0.0
2000-06-21,97346.64500000002,140829.02700000003,34051.513000000006,0.0
2000-06-22,97320.22800000002,140881.86100000003,34236.43200000001,0.0
2000-06-23,97478.73000000001,140908.27800000002,34262.849,0.0
2000-06-24,97320.22800000002,140802.61000000002,34368.51700000001,0.0
2000-06-25,97003.22400000002,140512.02300000002,34474.185000000005,0.0
2000-06-26,96923.97300000001,140512.02300000002,34632.687000000005,0.0
2000-06-27,96871.13900000001,140406.355,34791.189000000006,0.0
2000-06-28,96791.88800000002,140723.35900000003,34844.02300000001,0.0
2000-06-29,96791.88800000002,140300.68700000003,34764.772000000004,0.0
2000-06-30,96554.13500000001,140274.27000000002,34711.938,0.0
2000-07-01,96184.29700000002,140036.51700000002,34659.10400000001,0.0
2000-07-02,95972.96100000001,139983.68300000002,34659.10400000001,0.0
2000-07-03,95761.62500000001,139534.594,34606.270000000004,0.0
2000-07-04,95708.79100000001,139455.34300000002,34659.10400000001,0.0
2000-07-05,95735.20800000001,139217.59000000003,34711.938,0.0
2000-07-06,95523.87200000002,138874.16900000002,34579.853,0.0
2000-07-07,95338.95300000001,138689.25000000003,34606.270000000004,0.0
2000-07-08,95154.03400000001,138266.578,34447.768000000004,0.0
2000-07-09,94916.28100000002,137738.238,34474.185000000005,0.0
2000-07-10,94625.69400000002,137341.983,34500.602000000006,0.0
2000-07-11,94387.94100000002,137526.90200000003,34394.93400000001,0.0
2000-07-12,93938.85200000001,137315.56600000002,34368.51700000001,0.0
2000-07-13,93780.35000000002,137051.396,34315.683000000005,0.0
2000-07-14,93516.18000000001,136813.643,34289.266,0.0
2000-07-15,93304.84400000001,136575.89,34394.93400000001,0.0
2000-07-16,93516.18000000001,137315.56600000002,35425.19700000001,0.0
2000-07-17,93701.09900000002,137843.90600000002,35398.780000000006,0.0
2000-07-18,93780.35000000002,138160.91000000003,35213.861000000004,0.0
2000-07-19,93859.60100000001,138213.74400000004,35161.027,0.0
2000-07-20,93965.26900000001,138345.82900000003,35055.359000000004,0.0
2000-07-21,93886.01800000001,138292.99500000002,34949.691000000006,0.0
2000-07-22,93806.76700000002,138451.49700000003,34896.857,0.0
2000-07-23,93569.01400000001,138451.49700000003,34764.772000000004,0.0
2000-07-24,93384.09500000002,138398.66300000003,34527.01900000001,0.0
2000-07-25,93278.42700000001,138425.08000000002,34447.768000000004,0.0
2000-07-26,93252.01000000001,138530.74800000002,34394.93400000001,0.0
2000-07-27,93199.17600000002,138583.58200000002,34262.849,0.0
2000-07-28,93304.84400000001,138583.58200000002,34289.266,0.0
2000-07-29,93304.84400000001,138847.752,34394.93400000001,0.0
2000-07-30,93357.67800000001,138689.25000000003,34579.853,0.0
2000-07-31,93278.42700000001,138742.08400000003,34685.52100000001,0.0
2000-08-01,93331.26100000001,138504.33100000003,34764.772000000004,0.0
2000-08-02,93357.67800000001,138345.82900000003,34738.355,0.0
2000-08-03,93357.67800000001,138028.825,34632.687000000005,0.0
2000-08-04,93357.67800000001,138081.659,34527.01900000001,0.0
2000-08-05,93278.42700000001,138002.40800000002,34447.768000000004,0.0
2000-08-06,93225.59300000001,137923.15700000004,34315.683000000005,0.0
2000-08-07,93146.34200000002,138213.74400000004,34236.43200000001,0.0
2000-08-08,93119.92500000002,138081.659,34104.34700000001,0.0
2000-08-09,93119.92500000002,137738.238,34025.096000000005,0.0
2000-08-10,93014.25700000001,137870.32300000003,33866.594000000005,0.0
2000-08-11,92591.58500000002,137658.98700000002,33734.509000000005,0.0
2000-08-12,92089.66200000001,137579.73600000003,33576.007000000005,0.0
2000-08-13,92168.91300000002,137791.07200000001,33470.33900000001,0.0
2000-08-14,92168.91300000002,137791.07200000001,33338.25400000001,0.0
2000-08-15,92221.74700000002,138213.74400000004,33338.25400000001,0.0
2000-08-16,92116.07900000001,138292.99500000002,33153.33500000001,0.0
2000-08-17,92036.82800000001,138187.32700000002,33021.25000000001,0.0
2000-08-18,91904.74300000002,138187.32700000002,32862.74800000001,0.0
2000-08-19,91614.15600000002,138081.659,32598.578000000005,0.0
2000-08-20,91402.82,138345.82900000003,32413.659000000003,0.0
2000-08-21,91165.06700000001,138477.91400000002,32255.157000000007,0.0
2000-08-22,90768.81200000002,138345.82900000003,32070.238000000005,0.0
2000-08-23,90451.80800000002,138345.82900000003,32096.655000000006,0.0
2000-08-24,90293.30600000001,138108.07600000003,31779.651000000005,0.0
2000-08-25,89949.88500000001,137923.15700000004,31673.983000000004,0.0
2000-08-26,89632.88100000001,137843.90600000002,31515.481000000003,0.0
2000-08-27,89315.87700000001,137553.31900000002,31277.728000000006,0.0
2000-08-28,89157.37500000001,137236.31500000003,31119.226000000006,0.0
2000-08-29,88893.20500000002,137077.81300000002,31039.975000000006,0.0
2000-08-30,88681.86900000002,136866.477,31066.392000000003,0.0
2000-08-31,88391.282,136575.89,30960.724000000006,0.0
2000-09-01,88047.86100000002,136285.303,30855.056000000004,0.0
2000-09-02,87678.02300000002,136047.55000000002,30643.720000000005,0.0
2000-09-03,87334.60200000001,135677.71200000003,30670.137000000006,0.0
2000-09-04,86991.18100000001,135281.45700000002,30749.388000000006,0.0
2000-09-05,86621.34300000001,134753.11700000003,30828.639000000006,0.0
2000-09-06,86304.339,134198.36000000002,30855.056000000004,0.0
2000-09-07,86198.67100000002,134039.858,30907.890000000003,0.0
2000-09-08,85908.08400000002,133537.93500000003,30907.890000000003,0.0
2000-09-09,85300.49300000002,133115.263,30881.473000000005,0.0
2000-09-10,84877.82100000001,132534.089,30881.473000000005,0.0
2000-09-11,84507.98300000001,132322.75300000003,30855.056000000004,0.0
